Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Transak,https://www.crunchbase.com/organization/transak,2960000,USD,2960000,Private,Seed,51-100,"Apps, Cryptocurrency, Debit Cards, FinTech, Payments","London, England, United Kingdom",Transak provides onboarding infrastructure to make web3 applications accessible.,,,"Sami Start, Yeshu Agarwal",http://transak.com,For Profit,marketing@transak.com,https://www.linkedin.com/company/transak/,"Transak provides onboarding infrastructure to make web3 applications accessible. The company's Fiat On/Off-Ramp product powers over 120 apps, including - Wallets such as Metamask and Trust Wallet - DeFi and CeFi such as CakeDeFi and Quickswap - Games such as Splinterlands, and Decentraland. It also provides a suite of other onboarding solutions like Direct-to-protocol and NFT checkout, where users can onboard to a protocol or buy an NFT with fiat in a single click, making web3 apps more accessible for mainstream users.",,2019-01-01,day,2400000,USD,2400000,"Apps, Financial Services, Payments, Software",Active,2021-07-01,,,,,
Ben,https://www.crunchbase.com/organization/ben-9844,18500000,USD,18500000,Private,Series A,11-50,"Debit Cards, Employee Benefits, FinTech, Health Insurance, Human Resources, Insurance, Life Insurance, Payments, SaaS, Software","London, England, United Kingdom","Make benefits work for everyone, everywhere",,,"David Duckworth, Sebastian Fallert",https://www.thanksben.com/,For Profit,hello@thanksben.com,https://www.linkedin.com/company/thanksben,"Ben is the all-in-one employee benefits platform for any company to personalise benefits and reward. Our secret? Marrying a modern software (SaaS) platform with per-employee Mastercards and financial infrastructure. That’s how Ben instantly adds employee choice to your existing benefits, unlocks access to hundreds of additional options through Ben Card, all while saving you time and money.",$1M to $10M,2019-11-27,day,16000000,USD,16000000,"Administrative Services, Financial Services, Health Care, Payments, Software",Active,2022-08-03,,,,,
Zipzero,https://www.crunchbase.com/organization/zipzero-global-limited,1000000,GBP,1206219,Private,Seed,1-10,"Consumer Research, E-Commerce, Fast-Moving Consumer Goods, Lead Generation, Location Based Services, Market Research, Retail, Retail Technology, Shopping","London, England, United Kingdom","Zipzero users can earn cash rewards by sharing receipts from everyday purchases, which they can then use to pay household utility bills.",,,"Agnes Monod-Gayraud, Aymeric Monod-Gayraud, Marcin Walaszczyk, Mohsin Rashid",https://zipzero.com,For Profit,founders@zipzero.com,https://www.linkedin.com/company/zipzero/,"Zipzero users can earn cash rewards by sharing receipts from everyday purchases, which they can then use to pay household utility bills. Our path to scale is in partnership with leading utilities, who are encouraged to push ZIPZERO to their customers as we help them pay their bills.",,2019-01-01,year,1000000,GBP,1206218,"Commerce and Shopping, Consumer Goods, Data and Analytics, Design, Hardware, Internet Services, Navigation and Mapping, Real Estate, Sales and Marketing, Software",Active,2023-02-27,,,,,
Emitwise,https://www.crunchbase.com/organization/emitwise,16645316,USD,16645316,Private,Series A,11-50,"Artificial Intelligence, CleanTech, GreenTech, SaaS, Supply Chain Management","London, England, United Kingdom",Emitwise is an AI-powered carbon management platform that helps businesses in tracking and managing their carbon footprint.,,,"Benjamin Peddie, Eduardo Gómez, Mauro Cozzi",http://www.emitwise.com,For Profit,stephanie@emitwise.com,https://www.linkedin.com/company/emitwise,"Emitwise’s unique AI technology empowers companies to automatically measure, report, and reduce their carbon footprint across their operations and supply chain, future-proofing businesses for a zero-carbon world. The company is backed by top Silicon Valley investors and trusted by leading global businesses.   Emitwise's mission is to empower businesses to respond to the climate emergency, accelerating the transition to a net-zero carbon world by equipping them with all the tools they need to drive emissions cuts across their operations and supply chain.",,2019-01-01,year,9000000,EUR,10045315,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Sustainability, Transportation",Active,2022-03-30,,,,,
Toqio,https://www.crunchbase.com/organization/toqio-fintech,28000000,EUR,29117047,Private,Series A,51-100,"Banking, Finance, Financial Services, FinTech","London, England, United Kingdom",Toqio enables organizations to develop their fintech solution as an app or on the web.,,,"Eduardo Martínez Garcia, Michael Galvin",https://toqio.co/,For Profit,support@toq.io,https://www.linkedin.com/company/toqiofintech/,"Toqio enables organizations to develop their fintech solution as an app or on the web. It is supported by a configuration and customization platform and a marketplace of partners. The company was founded in 2019 by Eduardo Martinez and Michael Galvin with offices in London, Madrid, and Nairobi,",,2019-01-01,month,18700000,EUR,18380835,"Financial Services, Lending and Investments",Active,2022-09-29,,,,,
Fasset,https://www.crunchbase.com/organization/fasset,26700000,USD,26700000,Private,Series A,11-50,"Asset Management, Blockchain, Cryptocurrency, Financial Services, FinTech","London, England, United Kingdom",Fasset is a global digital asset exchange that provides people in emerging markets with accessibility to the digital asset space.,,,"Daniel Ahmed, Mohammad Raafi Hossain, Mohammed Al Sharaf",http://www.fasset.io,For Profit,info@fasset.io,https://www.linkedin.com/company/fassethq,"Fasset is a global digital asset gateway that brings accessibility to the digital asset space. Through its digital assets, Fasset provides people in emerging markets the opportunity to build a better future. The company is pioneering web3 technologies and driving adoption of digital assets for the next billion.",,2019-05-01,month,22000000,USD,22000000,"Financial Services, Other, Payments, Software",Active,2022-04-15,,,,,
Teya,https://www.crunchbase.com/organization/saltpay,1090000000,USD,1090000000,Private,Series C,1001-5000,"Financial Services, FinTech, Information Technology","London, England, United Kingdom","Teya builds tools for SMBs to unlock hassle-free payments, better business management, new and returning customers, all on fair terms.",,,"Ali Mazanderani, Eduardo Pontes",https://www.teya.com,For Profit,help@teya.com,https://www.linkedin.com/company/teya-global/ ,"Born in 2019, Teya is a pan-European company with a global presence.  Teya build tools to unlock hassle-free payments, better business management, new and returning customers, all on fair terms. The all-in-one offering is designed to simplify the everyday and unlock growth potential, to free them from the stuff that takes the joy out of doing business.",$100M to $500M,2019-01-01,year,370000000,USD,370000000,"Financial Services, Information Technology",Active,2021-11-15,,,,,
Recycleye,https://www.crunchbase.com/organization/recycleye,25979388,USD,25979388,Private,Series A,11-50,"Analytics, Machine Learning, Waste Management","London, England, United Kingdom",Recycleye is a developer of digital tools designed to detect and provide analytics on waste management.,,,"Peter Hedley, Victor Dewulf",https://recycleye.com/,For Profit,hello@recycleye.com,https://www.linkedin.com/company/recycleye/,"Recycleye is a developer of digital tools designed to detect and provide analytics on waste management. The company's tools specialize in machine learning tools to enable smarter characterization, ubiquitous tracking, and automated sorting of waste, enabling users to accelerate the transition towards a circular economy. Recycleye was established on September 23, 2019 in London, England by Victor Dewulf.",,2019-09-23,day,17000000,USD,17000000,"Artificial Intelligence, Data and Analytics, Software, Sustainability",Active,2023-02-02,,,,,
Hertility Health,https://www.crunchbase.com/organization/hertility-health,6200000,GBP,8730095,Private,Seed,11-50,"Health Care, Medical, Women's","London, England, United Kingdom",Healthcare wasn't designed with women in mind. We're on a mission to change that.,,,"Deirdre O'Neill, Dr Helen O'Neill, Dr Natalie Getreu",https://hertilityhealth.com/,For Profit,natalie@hertilityhealth.com,https://www.linkedin.com/company/hertility/about/,"Hertility is a women’s health company built by women, for women. We’re shaping the future of reproductive healthcare by pioneering unique diagnostic testing that provides data-driven and advanced insights into reproductive health, fertility decline and the onset of menopause. We provide expert advice, education and access to care - all from the comfort of your home.",,2019-02-08,day,6200000,GBP,8730095,"Community and Lifestyle, Health Care",Active,2021-06-15,,,,,
Qatalog,https://www.crunchbase.com/organization/qatalog,18500000,USD,18500000,Private,Series A,11-50,"Collaboration, Communications Infrastructure, Enterprise Software, IaaS, Internet, Productivity Tools, SaaS, Software, Unified Communications, Virtual Workforce","London, England, United Kingdom",The work hub for modern teams and knowledge workers.,,,Tariq Rauf,https://qatalog.com/,For Profit,hello@qatalog.com,https://www.linkedin.com/company/qatalog/,"Qatalog eliminates your work chaos. No more constant pings, no more trivial meetings, and no more scouring for the latest doc. Our work hub connects the tools of modern collaboration — wikis, project management, team chat, and more — and lets you use them in concert with each other. It connects people and teams in the same way, so they can be in sync when they're not in the same place. It’s the new way of work. Qatalog is a Salesforce Ventures company and a 2021 Gartner Cool Vendor.",,2019-08-01,day,15000000,USD,15000000,"Administrative Services, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software",Active,2020-10-13,,,,,
symmetrical.ai,https://www.crunchbase.com/organization/symmetrical-ai,26406085,USD,26406085,Private,Series A,51-100,"Apps, Financial Services, FinTech, Human Resources, Mobile Apps, SaaS, Software","London, England, United Kingdom","We are a technology company that builds core infrastructure for fast, flexible and global payroll of the future.",,,"Daniel Wartolowski, Maciej Artur Noga, Piotr Smolen",https://symmetrical.ai/,For Profit,contact@symmetrical.ai,https://www.linkedin.com/company/symmetrical-ai/,"Symmetrical.ai is the first payroll solution users don't hate. We enable fast-paced companies to onboard at scale and run their payroll invisibly. Instead of countless, complicated processes and (Excel) spreadsheets involving a high risk of human error, we make payroll and onboarding automated. We helped rapidly developing companies scale up by speeding up onboarding, reducing onboarding churn, and providing mistake-free payroll, ready to payout (real-time, daily, weekly, and monthly).  Our mission is to eliminate borders for employment, time constraints on getting paid, and reduce the complexity of payroll across the board.",,2019-02-01,day,18500000,USD,18500000,"Administrative Services, Apps, Financial Services, Mobile, Software",Active,2022-04-28,,,,,
Parfin,https://www.crunchbase.com/organization/parfin,22400624,USD,22400624,Private,Seed,51-100,"Finance, Financial Services, FinTech","London, England, United Kingdom","Parfin is a fintech company that provides secure digital asset custody, trading, and management through a web3 infrastructure.",,,"Alex Buelau, Cristian Bohn, Marcos Viriato",http://www.parfin.io,For Profit,,https://www.linkedin.com/company/parfin,"Parfin is a fintech company building the services and infrastructure needed to unlock the digital assets revolution. The company's platform powers all of its products and solutions, combining the best features of traditional finance with the efficiency gains and new opportunities provided by digital assets. By pioneering Web3 infrastructure technology and combining it with its deep financial markets expertise, they are able to provide institutions with the solutions they require to access the Web3 ecosystem. Parfin's mission is to facilitate the institutional adoption of digital asset technologies and to contribute to the creation of a more efficient and equitable financial system.",,2019-01-01,year,15000000,USD,15000000,Financial Services,Active,2023-01-17,,,,,
HealthHero,https://www.crunchbase.com/organization/healthhero,128000000,EUR,151037060,Private,Series B,501-1000,"Health Care, Health Diagnostics, Information Technology, mHealth","London, England, United Kingdom","HealthHero offers remote access to experienced doctors and expert clinicians directly to patients, insurance-policy holders and employees.",,,Ranjan Singh,https://www.healthhero.com/,For Profit,info@healthhero.co.uk,https://www.linkedin.com/company/healthhero/,"HealthHero offers a suite of virtual healthcare services delivered 24/7 via phone, video calls, and online chat.",Less than $1M,2019-01-01,year,70000000,EUR,82920605,"Health Care, Information Technology, Mobile",Active,2021-07-01,,,,,
MiroBio,https://www.crunchbase.com/organization/mirobio,107000000,GBP,130209934,Private,Series B,1-10,"Biotechnology, Life Science","Oxford, Oxfordshire, United Kingdom",MiroBio is Harnessing the natural control mechanisms of the immune system.,MiroBio acquired by Gilead Sciences,https://www.crunchbase.com/acquisition/gilead-sciences-acquires-mirobio--ae990178,"Richard Cornall, Simon Davis, Tim Funnell",http://www.mirobio.com/,For Profit,info@mirobio.com,https://www.linkedin.com/company/mirobio/,MiroBio's platform is based on ground-breaking research by their scientific founders at the University of Oxford delineating how immune cells communicate and how they are activated. These insights have enabled MiroBio to create antibodies that can leverage natural signalling mechanisms to restore immune system balance and control.,Less than $1M,2019-01-01,year,80000000,GBP,97033798,"Biotechnology, Science and Engineering",Active,2022-06-29,,,,,
By Rotation,https://www.crunchbase.com/organization/by-rotation,3841955,USD,3841955,Private,Seed,1-10,"E-Commerce, E-Commerce Platforms, Fashion, Rental, Retail, Retail Technology, Sharing Economy, Shopping, Social Network, Sustainability","London, England, United Kingdom",The World's First Social Fashion Rental App.,,,Eshita Kabra,https://www.byrotation.com/,For Profit,hello@byrotation.com,https://www.linkedin.com/company/byrotation/,"By Rotation is the world's first social fashion rental app. We're transforming the way fashion is consumed by allowing users to share their wardrobes. Do good for the planet, your wardrobe and your wallet at the same time.",,2019-10-01,month,2550000,GBP,3351955,"Clothing and Apparel, Commerce and Shopping, Design, Hardware, Internet Services, Other, Software, Sustainability",Active,2022-03-31,,,,,
Fabriik,https://www.crunchbase.com/organization/the-bayesian-group,32000000,USD,32000000,Private,Series A,101-250,"Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Hedge Funds, Marketplace","London, England, United Kingdom","We’re weaving together a digital asset marketplace to transform, hold, trade and grow every asset you own.",,,Roy Bernhard,https://www.fabriik.com,For Profit,hello@fabriik.com,https://www.linkedin.com/company/fabriik,"The companies that make up Bayesian Group create software and trading algorithms. Built on top of that technology are Financial services such as market making, liquidity provision and an OTC desk that service institutional investors and other businesses. Bayesian Fund (a segregated portfolio) is a alpha-generating hedge fund that leverages proprietary algorithms to deliver outsized returns to its institutional investors.",$10M to $50M,2019-03-06,day,30000000,USD,30000000,"Commerce and Shopping, Financial Services, Lending and Investments, Other, Payments, Software",Active,2020-05-04,,,,,
moneyHOP,https://www.crunchbase.com/organization/hop-financial-solutions,2250000,USD,2250000,Private,Seed,11-50,"Banking, Financial Services, FinTech, Travel","London, England, United Kingdom",moneyHOP is a digital bank providing seamless payment and cross-border remittance solutions.,,,"Mayank Goyal, Mayank Goyal",https://www.moneyhop.co/,For Profit,hello@moneyhop.co,https://www.linkedin.com/company/12653909/admin/,"moneyHOP is a new-age digital cross-border banking platform that provides international payments and remittance solution via a web based portal 'HOPRemit' and mobile app + card solution 'HOPApp'. We are based out of London, UK, and Bangalore, India.",,2019-10-01,day,1000000,USD,1000000,"Financial Services, Lending and Investments, Travel and Tourism",Active,2022-04-01,,,,,
Budibase,https://www.crunchbase.com/organization/budibase,9190660,USD,9190660,Private,Seed,11-50,"Information Technology, Software, Web Design, Web Development, Web Hosting","Belfast, Belfast, United Kingdom","Budibase is an open-source web app builder, designed for speed and customization.",,,"Joe Johnston, Martin McKeaveney, Michael Shanks",https://www.budibase.com,For Profit,privacy@budibase.com,https://uk.linkedin.com/company/budibase,"Budibase provides a free self-hosted version, as well as premium and enterprise plans that include SLAs, unlimited automation logs, and a fully managed and hosted domain. It seeks to distinguish itself by going above and beyond in terms of customization, particularly for technical features. Users can create features such as automatically responding to an employee's leave request, sending notifications to team members at a specific hour, and so on. The company is based in Belfast, Northern Ireland.",,2019-01-01,year,7000000,USD,7000000,"Design, Information Technology, Internet Services, Software",Active,2022-11-04,,,,,
Keyless,https://www.crunchbase.com/organization/keyless-technologies-ltd,9500000,USD,9500000,Private,Seed,11-50,"Biometrics, Cyber Security, Identity Management, Information Technology, Internet, Security","London, England, United Kingdom",Pioneering privacy-preserving cloud-native biometric authentication to enable businesses adopt zero-trust passwordless authentication.,Keyless acquired by Sift,https://www.crunchbase.com/acquisition/sift-science-acquires-keyless-technologies-ltd--2617bd8c,"Andrea Carmignani, Fabian Eberle",https://keyless.io/,For Profit,info@keyless.io,https://www.linkedin.com/company/keylesstech,"Keyless is a deeptech, cybersecurity company building the world's first privacy-preserving biometric authentication and personal identity management platform. The Keyless Platform empowers businesses to embrace passwordless, protect their remote workforce and enable strong customer authentication with just a look. Keyless Zero-Knowledge Biometric (ZKB™) solutions provide passwordless multi-factor authentication that eliminates fraud, phishing and credential reuse – all while enhancing customer and employee experiences and protecting their privacy. With Keyless, businesses are finally able to adopt zero-trust security, eliminate passwords, ensure privacy compliance and deliver unified authentication experiences across every touchpoint with just a look. #gokeyless at www.keyless.io",$1M to $10M,2019-01-01,month,3300000,USD,3300000,"Biotechnology, Data and Analytics, Information Technology, Internet Services, Privacy and Security, Science and Engineering",Active,2021-04-13,,,,,
Worldr,https://www.crunchbase.com/organization/worldr,11900000,GBP,14166670,Private,Seed,11-50,"Collaboration, Communications Infrastructure, Compliance, Security, Software","London, England, United Kingdom",Worldr creates zero-trust security products for existing collaboration and communications platforms.,,,Max Buchan,https://worldr.com,For Profit,info@worldr.com,https://www.linkedin.com/company/worldr,"Worldr creates zero-trust security products for existing collaboration and communications platforms. While the user experience was designed to be extremely simple and effective, the back end was architected to be deployable as if it were an in-house application. Worldr is a solution for larger companies, especially regulated ones, who may not able to use third-party collaboration applications because of the threat to their data security and lack of compliance transparency. Worldr allows organizations to comply with regulations and secure data, without leaving the platforms they love.",,2019-11-04,day,9700000,GBP,11167318,"Hardware, Other, Privacy and Security, Professional Services, Software",Active,2022-11-07,,,,,
Medwise.ai,https://www.crunchbase.com/organization/medwise-ai,1411000,GBP,1763479,Private,Seed,1-10,"Artificial Intelligence, Health Care, Information Technology","London, England, United Kingdom",Medwise.ai is the Google for doctors.,,,"Daniel Duma, Hon Lung Keith Tsui, Luis R. Ulloa",https://www.medwise.ai/,For Profit,,https://www.linkedin.com/company/medwiseai/about/,Medwise.ai is the Google for doctors.,,2019-09-01,month,1100000,GBP,1350909,"Artificial Intelligence, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",Active,2023-03-23,,,,,
Oxford Ionics,https://www.crunchbase.com/organization/oxford-ionics,37280000,GBP,46167540,Private,Series A,11-50,"Electronics, Information Technology, Quantum Computing","Oxford, Oxfordshire, United Kingdom",Oxford Ionics is a quantum computing startup that provides innovations for the development of accurate and dependable quantum computers.,,,"Chris Ballance, Tom Harty",https://www.oxionics.com,For Profit,info@oxionics.com,https://www.linkedin.com/company/oxfordionics,"Oxford Ionics is a quantum computing startup that provides innovations for the development of accurate and dependable quantum computers by combining high-performance qubits - trapped ions - with a noiseless electronic qubit control technology. Oxford Ionics' technology enables the manipulation of qubits with negligible noise and reliability, giving clients access to quantum computers that can control interconnected qubit registers in parallel and without sacrificing performance.",,2019-01-29,day,30000000,GBP,36551266,"Consumer Electronics, Hardware, Information Technology, Science and Engineering",Active,2023-01-09,,,,,
Vamstar,https://www.crunchbase.com/organization/vamstar,9764879,USD,9764879,Private,Series A,51-100,"B2B, Big Data, Health Care, Health Diagnostics, Life Science, Machine Learning, Marketplace, Medical Device, Natural Language Processing, Procurement","London, England, United Kingdom",AI-powered Global B2B Healthcare Marketplace,,,"Praful Mehta, Richard Freeman, Vishesh Duggar",https://www.vamstar.io/,For Profit,info@vamstar.io,https://www.linkedin.com/company/vamstar,"Healthcare marketplace is broken from a long-time. Both buyers (hospitals, health systems) and suppliers (pharmaceutical and medical device manufacturers/digital health companies/service or solution providers) struggle to find the optimum opportunities for developing a transaction. It takes time and resources to effectively commercialise new healthcare technology. We use the latest data automation technologies (NLP, ML, DL etc). to aggregate demand from millions of sources and provide real-time analytics to shape the transaction. We aggregate more than $2tn of global demand (70+ countries) in our system and make it easier for healthcare companies to start closing more deals. Our customers use a range of search and bid-development tools within our platform to quickly find the most suitable opportunity and finalise a transaction. Additionally, buyers (hospital, clinics etc.) can directly launch procurement and sourcing programs in our platform and get access to thousands of suppliers in the market for their respective products/services. We have millions of contracts in our platform across countries for suppliers to bid, we have onboarded some of the world's most innovative healthcare companies, we are continuing to raise money to build the world's first digital marketplace, we have won innovation awards, and we're backed by some of the best investors in the world. And we are JUST GETTING STARTED.",,2019-09-12,day,6460000,GBP,7915056,"Artificial Intelligence, Biotechnology, Commerce and Shopping, Data and Analytics, Health Care, Other, Science and Engineering, Software, Transportation",Active,2022-06-22,,,,,
