"index","propertyName1","propertyName10","propertyName10_link","propertyName11","propertyName11_link","propertyName12","propertyName13","propertyName14","propertyName15","propertyName15_link","propertyName16","propertyName17","propertyName17_link","propertyName18","propertyName18_link","propertyName19","propertyName1_link","propertyName2","propertyName20","propertyName20_link","propertyName2_link","propertyName3","propertyName4","propertyName4_link","propertyName5","propertyName5_link","propertyName6","propertyName6_link","propertyName7","propertyName7_link","propertyName8","propertyName9","propertyName9_link","timestamp","timestampString","uid","url","url_uid"
180,"180.  Mowgli Street Food","NISHA KATONA","https://www.crunchbase.com/person/nisha-katona","www.mowglistreetfood.com/","http://www.mowglistreetfood.com/","For Profit","feedback@mowglistreetfood.com","Mowgli is all about how Indians eat at home and on their streets. She was born to feed the raw need Indians have for tiffins full of fresh bright intense flavour.  Mowgli is not about the intimate, hushed dining experience. It is about the smash and grab zing of healthy, light, virtuosic herbs and spices.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","2014","£3,450,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/mowgli-street-food","Food and Beverage, Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e","Active","https://www.crunchbase.com/organization/mowgli-street-food","£3,450,000","Jul 11, 2017","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/mowgli-street-food","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/mowgli-street-food","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/mowgli-street-food","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mowgli-street-food","Food and Beverage, Restaurants, Supply Chain Management","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/food-and-beverage","Manchester, Manchester, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/manchester-manchester","An Indian restaurant street food chain.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","y7OwmilobHNXpCgtbLur","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
181,"181.  Minor Figures","Jonathan Chiu, Stuart Forsyth, Will Rixon","https://www.crunchbase.com/person/jonathan-chiu-2","www.minorfigures.com/","http://www.minorfigures.com/","For Profit","info@minorfigures.com","Minor Figures is good for the growers, good for the environment and is the best iced coffee you're ever likely to drink!    At their London based micro-brewery, they ethically source the best in-season, single origin coffees and brew in filtered water for over 18 hours.     Cold brewing is a gentler method of brewing that reduces acidity, bitterness and produces a naturally sweeter, super refreshing coffee.","—",,"Jun 16, 2014","—",,"Food and Beverage","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e","Active","https://www.crunchbase.com/organization/minor-figures","£148,890","Jun 10, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/minor-figures","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/minor-figures","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/minor-figures","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/minor-figures","Coffee, Food Processing, Restaurants","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/coffee-bad7","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Minor Figures is a cold brew coffee that aims to make cold brew more accessible whilst upholding the quality and values.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","3siIKLrcl4j403mgN7nY","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
182,"182.  AimBrain","Alesis Novik, Andrius Sutas","https://www.crunchbase.com/person/alesis-novik","aimbrain.com/","https://aimbrain.com/","For Profit","sales@aimbrain.com","AimBrain uses anomaly detection, behavioural biometrics and three active biometric authentication modules to prevent fraudulent or abusive account creation, detect account takeover and provide the necessary step-up user authentication for liveliness detection to comply with KYC, AML, PSD2 and other regulatory requirements.         In May 2018 it launched AimBrain On Demand, a free-for-life dashboard for developers and innovators, including 1,000 free facial, voice or video/audio API calls a month, making stronger authentication free for everyone.        It has a unique, 100% proprietary portfolio of passive and active modules, underpinned by patented processes and ensemble learning, which detect the fraud other solutions can't. Clients include Tier 1, digital and P2P banks, wealth managers, cloud service providers and tech/fintech organisations.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","2014","—",,"Biotechnology, Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/biotechnology-0400","Closed","https://www.crunchbase.com/organization/aimbrain","£4,365,000","Jan 25, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/aimbrain","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/aimbrain","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/aimbrain","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/aimbrain","Biometrics, Cyber Security, FinTech, Fraud Detection","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/biometrics","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","AimBrain helps organisations detect and prevent fraud. Anomaly detection, behavioural biometrics & 3 active biometric authentication modules","AimBrain acquired by BioCatch","https://www.crunchbase.com/acquisition/biocatch-acquires-aimbrain--55f3789e",1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","BBIqgIBwZFi7pKSBhEDf","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
183,"183.  Gluru","Tim Porter","https://www.crunchbase.com/person/tim-porter-2","www.gluru.co/","http://www.gluru.co/","For Profit","info@karehq.com","Kare is an advanced analytical & predictive user data software company, making unstructured user data smart, accessible and useful in the moment of need. Consumers or teams use Kare software-as-a-service to save time, collaborate more efficiently and in the case of enterprise increase productivity & sales.        Using advanced proprietary natural language processing and machine learning algorithms the Kare engine is able to process, create & connect billions of recommendations from users or teams unstructured data sources securely and privately providing instant actionable insight into the pulse of your unstructured data.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","2014","$2,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/gluru","Artificial Intelligence, Data and Analytics, Science and Engineering, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551","Active","https://www.crunchbase.com/organization/gluru","$3,500,000","Nov 15, 2016","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/gluru","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/gluru","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/gluru","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/gluru","Analytics, Artificial Intelligence, Machine Learning, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Gluru is an advanced analytical & predictive user data software company, making unstructured user data smart.","Gluru acquired by Dialpad","https://www.crunchbase.com/acquisition/dialpad-acquires-gluru--24901931",1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","6gU4Tp8l4UOavPAvFUBY","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
184,"184.  Smartzer","Karoline Gross","https://www.crunchbase.com/person/karoline-gross","www.smartzer.com","http://www.smartzer.com","For Profit","info@smartzer.com","Smartzer makes videos interactive and shoppable, seamlessly connecting video content with e-commerce platforms. Smartzer's clients include Dior, Adidas, Sephora, Volkswagen, Jimmy Choo and Bulgari.","—",,"2014","—",,"Advertising, Commerce and Shopping, Media and Entertainment, Sales and Marketing, Software, Video","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/advertising-f0bd","Active","https://www.crunchbase.com/organization/smartzer","£630,000","Dec 1, 2019","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/smartzer","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/smartzer","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/smartzer","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/smartzer","Advertising, E-Commerce, Enterprise Software, Video","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-6cb6","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Smartzer makes videos and live streams interactive & shoppable on e-commerce, video ads and social.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","2JLYg5ICvXRgXkLv9R2V","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
185,"185.  Hurree","Aaron Gibson","https://www.crunchbase.com/person/aaron-gibson","www.hurree.co","http://www.hurree.co","For Profit","hello@hurree.co","Hurree is a mobile marketing and engagement platform. Hurree provides solutions for mobile marketing through automated content creation, delivery, CRM integration, and reporting platform.","—",,"2014","—",,"Data and Analytics, Design, Information Technology, Other, Sales and Marketing, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics","Active","https://www.crunchbase.com/organization/hurree","$407,389","Jan 31, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/hurree","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/hurree","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/hurree","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/hurree","Analytics, Data Mining, Data Visualization, Marketing Automation, Productivity Tools, Real Time, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","Belfast, Belfast, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/belfast-belfast","Hurree is a mobile marketing and engagement platform that provides analytics dashboards and reporting solutions.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","LQ36xRFn5mFJVDVtW7Y6","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
186,"186.  Kontainers","Charles Lee, Graham Parker","https://www.crunchbase.com/person/charles-lee-6","kontainers.com/","https://kontainers.com/","For Profit","help@kontainers.co.uk","Kontainers is as Enterprise SAAS Provider providing e-commerce capabilities to Freight Forwarders and Shipping Lines","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","Jun 11, 2014","$1,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/kontainers","Commerce and Shopping, Software, Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping","Active","https://www.crunchbase.com/organization/kontainers","$1,000,000","Oct 27, 2015","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/kontainers","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/kontainers","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/kontainers","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kontainers","E-Commerce, Logistics, SaaS, Shipping, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/e-commerce-275d","Gateshead, Gateshead, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/gateshead-gateshead","Kontainers is as Enterprise SAAS Provider providing e-commerce capabilities to Freight Forwarders and Shipping Lines","Kontainers acquired by Descartes Systems Group","https://www.crunchbase.com/acquisition/descartes-systems-group-acquires-kontainers--96f48b52",1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","uNfqMIk03qomz8cc2Ihq","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
187,"187.  Ravelin","Leonard Austin, Mairtin O'Riada, Martin Sweeney, Nick Lally, Stephen Whitworth","https://www.crunchbase.com/person/leonard-austin","www.ravelin.com","http://www.ravelin.com","For Profit","info@ravelin.com","Ravelin is a smart fraud detection and prevention platform that helps companies stop online payment fraud by examining customer behavior data and spotting fraudsters while there is still time to block them. The company imports a client’s visitor, registration, and payment data in real-time, via an API, inspects data using an AI, identifies and blocks fraudsters, and enables systems to prevent such crimes in the future.","—",,"2014","£16,400,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/ravelin","Financial Services, Information Technology, Payments, Privacy and Security, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6","Active","https://www.crunchbase.com/organization/ravelin","£28,700,000","Jul 15, 2020","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/ravelin","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/ravelin","Private","Series C","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/ravelin","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ravelin","Cyber Security, Fraud Detection, Payments, SaaS, Transaction Processing","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/cyber-security","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Ravelin is a smart fraud detection and prevention platform that helps companies stop online payment fraud.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","VawzJtNl4uoYfxwf7uis","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
188,"188.  Fitwell","Baris Ozaydinli","https://www.crunchbase.com/person/baris-ozaydinli","www.fitwell.co","https://www.fitwell.co","For Profit","—","Fitwell is an AI powered fit-tech company that helps time starved people be fitter and healthier through a state of the art mobile app and bot. Fitwell has more than 1.6 million members globally and been selected Best of PlayStore and Top Developer by Google; featured among best apps by Apple. The company has been rated as one of the top start-ups by Early Metrics. Fitwell was named among top 10 AI companies in Fitness Tech industry to watch in 2018 by Disruptor Daily.","$10M to $50M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000","2014","$1,025,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/fitwell","Health Care, Mobile, Sports","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c","Active","https://www.crunchbase.com/organization/fitwell","$1,867,529","May 1, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/fitwell","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/fitwell","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/fitwell","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/fitwell","Fitness, Health Care, mHealth","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/fitness","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Fitwell is a wellness A.I. start-up focused on providing contextual holistic coaching combining fitness and wellness.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","8Tj9pxOmaGninPua4laX","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
189,"189.  Once Upon a Time","Diane Charlton, Joe garton","https://www.crunchbase.com/person/diane-charlton","www.onceuponatime.agency","https://www.onceuponatime.agency","For Profit","talktous@onceuponlondon.com","Once Upon a Time provides impactful integrated communication solutions. Once Upon a Time is an integrated agency, combining best-in-class retail marketing and world-class creative.","$10M to $50M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000","2014","£2,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/once-upon-a-time","Advertising, Media and Entertainment, Sales and Marketing, Video","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/advertising-f0bd","Active","https://www.crunchbase.com/organization/once-upon-a-time","£2,500,000","Nov 24, 2015","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/once-upon-a-time","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/once-upon-a-time","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/once-upon-a-time","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/once-upon-a-time","Advertising, Marketing, TV Production","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-6cb6","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Once Upon a Time provides impactful integrated communication solutions.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","LGE0MRrBsuFEX1BAtsW7","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
190,"190.  Elasmogen","Caroline Barelle","https://www.crunchbase.com/person/caroline-barelle","www.elasmogen.com","http://www.elasmogen.com","For Profit","info@elasmogen.com","Elasmogen is developing soloMERs: fully humanized, next generation, single chain therapeutics for auto-inflammatory diseases, ophthalmology, oncology and intracellular delivery. soloMERs are proprietary humanized clinical candidates derived from VNARS (variable new-antigen receptors) which exist naturally in sharks as high affinity binding domains. With a different ancestral origin from antibodies this example of 400 million year old convergent evolution places VNARs outside of the complex patent landscape that describes and protects antibody drug discovery and has produced the smallest (9% of the size of an antibody) and most robust naturally occurring binding domain. Elasmogen is unique in its capacity to isolate and develop soloMERs, with a multi-layered IP position covering the platform, products and process including an exclusive license to over 20 patents granted in the US, Europe and other territories together with the entire know-how and VNAR pipeline/product output from the Scottish Biologics Facility, University of Aberdeen.","—",,"2014","£8,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/elasmogen","Health Care","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c","Active","https://www.crunchbase.com/organization/elasmogen","$16,946,969","May 18, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/elasmogen","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/elasmogen","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/elasmogen","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/elasmogen","Medical, Therapeutics","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/medical","Aberdeen, Aberdeen City, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/aberdeen-aberdeen-city","Elasmogen is a precision biologics drug discovery company that develops soloMERs.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","hFFnyLaS0NBTCUsgiDJZ","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
191,"191.  BibliU","Daniel Engelke, Dave Sherwood, Tao Mantaras","https://www.crunchbase.com/person/daniel-engelke","www.bibliu.com","https://www.bibliu.com","For Profit","support@bibliu.com","BibliU provides colleges and universities with digital content management, automation, and analytics platform. BibliU’s solution puts digital textbooks, courseware, and monographs at the fingertips of all students. Working with thousands of publishers and OER providers to deliver millions of digital resources, BibliU combines academic freedom with innovative affordability and automation.","—",,"2014","£1,300,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/bibliotech","Content and Publishing, Education, Media and Entertainment, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/content-and-publishing","Active","https://www.crunchbase.com/organization/bibliotech","$32,645,587","Sep 28, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/bibliotech","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/bibliotech","Private","Series B","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/bibliotech","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/bibliotech","E-Learning, Higher Education, Publishing, Textbook","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/e-learning","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","BibliU provides colleges and universities with digital content management, automation, and an analytics platform.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","A0vR1TAfxZtCKQvsWkyg","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
192,"192.  Qlearsite - Organisational Science","Alex Borekull, Peter Clark","https://www.crunchbase.com/person/alex-borekull","www.qlearsite.com","http://www.qlearsite.com","For Profit","hello@qlearsite.com","Qlearsite is a UK-based technology company which provides some of the world’s largest and best known companies with analytics software built for employee ‘big data’. Our industry is called ‘People Analytics’ and we describe ourselves as ‘Organisational Scientists’.","—",,"May 13, 2014","—",,"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/administrative-services","Active","https://www.crunchbase.com/organization/qlearsite---workforce-analytics","$7,700,000","May 18, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/qlearsite---workforce-analytics","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/qlearsite---workforce-analytics","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/qlearsite---workforce-analytics","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/qlearsite---workforce-analytics","Analytics, Business Intelligence, Human Resources, Information Services, Information Technology, Machine Learning, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Qlearsite provides People Analytics solutions that use machine learning techniques to analyse complex, big employee data.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","WmxfwAPwgV4gT9cMfgMK","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
193,"193.  Bibblio","Mads Holmen, Rich Simmonds","https://www.crunchbase.com/person/mads-holmen","www.bibblio.org","https://www.bibblio.org","For Profit","hello@bibblio.org","Bibblio helps digital publishers get the most from their content pages. Their content recommendation tools are designed to increase audience footfall, engagement and spend, directly improving site metrics and guaranteeing ROI. Bibblio's core product is an AI engine connecting millions of pieces of content based on relevance. Publishers use Bibblio's tools to recirculate their content within their sites, direct users to their truly relevant promotional content and acquire new audiences by sharing traffic across their verticals.","$1M to $10M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","2014","$1,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/bibblio","Artificial Intelligence, Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551","Active","https://www.crunchbase.com/organization/bibblio","$1,700,000","Jul 3, 2017","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/bibblio","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/bibblio","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/bibblio","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/bibblio","Artificial Intelligence, Content Discovery, Digital Media, Machine Learning, Publishing","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","A digital publishing content recommendation technology to increase user engagement, grow revenues and drive new audiences.","Bibblio acquired by EX.CO Technologies LTD","https://www.crunchbase.com/acquisition/playbuzz-acquires-bibblio--61224d3c",1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","0ncA3VurZFf6ddjcxEGO","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
194,"194.  One Utility Bill","Chris Dawson, Dale Knight","https://www.crunchbase.com/person/chris-dawson-0dce","oneutilitybill.co/","https://oneutilitybill.co/","For Profit","—","One Utility Bill offers a simple way to pay anyone's bills.        One Utility Bill Limited develops software that enables letting agents to create, quote, and sell bill packages for their properties and residential tenants. It serves various energy providers, such as electricity, gas, and water providers; and TV license and broadband providers.","—",,"2014","£1,600,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/one-utility-bill","Energy, Financial Services, Other, Payments, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83","Active","https://www.crunchbase.com/organization/one-utility-bill","£4,631,096","Apr 7, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/one-utility-bill","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/one-utility-bill","Private","Venture - Series Unknown","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/one-utility-bill","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/one-utility-bill","Billing, Energy, Payments, Service Industry, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/billing","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/newcastle-upon-tyne-newcastle-upon-tyne","One Utility Bill offers a simple way to pay anyone's bills.","—",,1681292005470,"Wed, 12 Apr 2023 09:33:25 GMT","cmt7eG2Wuv6ciYFjjmoU","https://www.crunchbase.com/search/organization.companies/b5026de0afcda8b38e9fbb759187ca45?pageId=4_a_09dcf51b-0b45-52fa-ca5f-dfbb55eccce2","4"
