"index","propertyName1","propertyName10","propertyName10_link","propertyName11","propertyName11_link","propertyName12","propertyName13","propertyName14","propertyName15","propertyName15_link","propertyName16","propertyName17","propertyName17_link","propertyName18","propertyName18_link","propertyName19","propertyName1_link","propertyName2","propertyName20","propertyName20_link","propertyName2_link","propertyName3","propertyName4","propertyName4_link","propertyName5","propertyName5_link","propertyName6","propertyName6_link","propertyName7","propertyName7_link","propertyName8","propertyName9","propertyName9_link","timestamp","timestampString","uid","url","url_uid"
186,"186.  Engitix","Giuseppe Mazza","https://www.crunchbase.com/person/giuseppe-mazza-61e4","www.engitix.com","http://www.engitix.com","For Profit","info@engitix.com","Engitix is using its proprietary human organ decellularisation technology to develop tissue engineered products for application in regenerative medicine and drug-target research. Engitix’ core expertise is treatment and research of liver disease using its proprietary technologies for human extra-cellular matrix (ECM) scaffolds and 3D spheroids for bioartificial liver devices. The scaffold technology is applicable to other organs and disease aetiologies including pancreatic and intestine scaffold products.","—",,"2016","$54,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/engitix","Biotechnology, Health Care, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/biotechnology-0400","Active","https://www.crunchbase.com/organization/engitix","$60,371,123","Jan 19, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/engitix","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/engitix","Private","Series A","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/engitix","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/engitix","Biotechnology, Health Care, Life Science","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/biotechnology","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Engitix is operates as a tissue engineering company.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","i7X0jKjMTqjRXJH7vkB0","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
187,"187.  Palta","Alex Frolov, Alexey Gubarev, Yuri Gurski","https://www.crunchbase.com/person/alexander-frolov-2","www.palta.com","https://www.palta.com","For Profit","partnership@palta.com","Palta is a health and wellbeing technology company led by entrepreneurs on a mission to create a global positive impact. Palta creates and develops multiple products for preventive healthcare of its users. Through its consumer mobile apps such as Flo, Simple, Zing and others, Palta takes care of more than 100M people worldwide. Palta partners with ambitious founders and exceptional talent to transform great ideas into life-changing products that make a positive impact on a global scale.","Less than $1M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","2016","$100,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/haxus","Health Care, Mobile","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c","Active","https://www.crunchbase.com/organization/haxus","$139,000,000","Aug 3, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/haxus","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/haxus","Private","Series B","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/haxus","501-1000","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/haxus","Health Care, mHealth, Personal Health, Wellness","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/health-care","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Palta is a health and wellbeing technology company","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","8stg0qscNLJwqGUosYMJ","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
188,"188.  Planable","Nicu Gudumac, Vlad Caluș, Xenia Muntean","https://www.crunchbase.com/person/nicu-gudumac","planable.io/","https://planable.io/","For Profit","hello@planable.io","Planable makes the social media planning experience simple, fast and fun. The tool works like a live mock-up of the social feed, giving a familiar feel to both clients and social media managers. You can add posts, visualize how the social media feed will look, invite teammates and clients to collaborate in real time, receive quick feedback and get the posts approved. With Planable, the approval workflow is simple and fast.","—",,"Feb 15, 2016","—",,"Internet Services, Sales and Marketing, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services","Active","https://www.crunchbase.com/organization/planable-io","$120,000","Dec 15, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/planable-io","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/planable-io","Private","Pre-Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/planable-io","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/planable-io","Productivity Tools, SaaS, Social Media Management","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/productivity-tools","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Planable is the command centre for social media teams to work together on content.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","u9rT1dwgOz0LRGUWg37C","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
189,"189.  JustWears","Alex Walsh, Jake Mellett, Yang Liu","https://www.crunchbase.com/person/alex-walsh","www.just-wears.com","https://www.just-wears.com","For Profit","hi@just-wears.com","JoeyWears is an essential wear brand for urban men.their crotch cooling design increases airflow and sends sweat packing, giving gents the comfort they deserve.","—",,"Sep 1, 2016","£2,600,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/joeywears","Clothing and Apparel, Community and Lifestyle, Consumer Electronics, Design, Hardware, Manufacturing","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/clothing-and-apparel","Active","https://www.crunchbase.com/organization/joeywears","£2,600,000","Oct 23, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/joeywears","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/joeywears","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/joeywears","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/joeywears","Fashion, Manufacturing, Men's, Wearables","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/fashion","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","JustWears is an essential wear brand for urban men.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","N15o4MOdCdb7upY5SuUS","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
190,"190.  Ably Realtime","Matthew O'Riordan, Matthew O'Riordan, Paddy Byers","https://www.crunchbase.com/person/matthew-oriordan","ably.com","https://ably.com","For Profit","hello@ably.com","Ably provides a suite of APIs to build, extend, and deliver powerful digital experiences in realtime for more than 250 million devices across 80 countries each month. Organizations like Bloomberg, HubSpot, Verizon, and Hopin depend on Ably’s platform to offload the growing complexity of business-critical realtime data synchronization at global scale.        Our everyday digital experiences are in the midst of a realtime revolution. Whether attending an event in a virtual venue, receiving realtime financial information, or monitoring live car performance data – consumers simply expect realtime digital experiences as standard. As a result, synchronized data in realtime is business critical for many organizations. But building homegrown realtime synchronization capabilities is complex and costly. Ably simplifies this.        In the same way that content delivery networks simplify and underpin large parts of the internet, Ably is the invisible platform and infrastructure layer powering the realtime revolution on a global scale. As the de facto platform for developers at organizations of all sizes, Ably is on track to reach one billion devices per month by 2023.","—",,"Mar 1, 2016","$70,000,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/ably","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Other, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e","Active","https://www.crunchbase.com/organization/ably","$82,262,571","Jun 30, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/ably","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/ably","Private","Series B","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/ably","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ably","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Internet of Things, Messaging, Mobile, Real Time","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/cloud-computing","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Ably is the platform to power synchronized digital experiences in realtime.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","KxKtEwyD26BOKOT2twKk","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
191,"191.  Shepper","Ben Prouty, Carl August Ameln, Jan Vanhoutte","https://www.crunchbase.com/person/ben-prouty","www.shepper.com","https://www.shepper.com","For Profit","hello@shepper.com","Shepper - Smart Asset Checks.        Shepper enables businesses to quickly and accurately collect data on their physical assets using a network of trusted local people using our app.        From property condition checks and inventory reports in the real estate industry; vacant property checks in the water utility space; retail audits for brands; claim reports in the insurance industry; infrastructure and media audits for OOH; and security checks, Shepper helps businesses reduce their costs and maximise data on their assets.","—",,"Oct 3, 2016","$5,400,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/shepper","Financial Services, Privacy and Security, Real Estate","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6","Active","https://www.crunchbase.com/organization/shepper","$6,684,252","Sep 17, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/shepper","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/shepper","Private","Series A","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/shepper","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/shepper","Asset Management, Financial Services, Property Management, Security","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/asset-management","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Shepper collects data on physical assets for businesses using the power of technology and people","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","t25ZbBCuW4LQq5HcMx0R","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
192,"192.  Spinview","Linda Wade","https://www.crunchbase.com/person/linda-wade-c613","spinview.io/","https://spinview.io/","For Profit","linda@spinview.io","90% of communication between humans is visual.  Imagine if we could convert data into visual solutions        We began our journey in 2015 with a vision to simplify the way that people can access, understand and communicate information about the world around them         Through use of immersive technology, we identified an incredible opportunity to collect spatial intelligence, leveraging virtual, augmented and mixed reality as a vehicle for data collection and making the outputs of this simple, visual and accessible for all.  Today, our technology provides an innovative approach to gaining information from our environment and understanding and empowering the people that work within it.  From mapping a physical asset to a digital platform with images or sensors and using this data to analyse its efficiency, condition and status remotely, or measuring the way stakeholders respond to virtual environments and situations generating information about human behaviour in that environment, our tools put people at the heart of the process.           The power for businesses lies not in just capturing data from the world around us, but by transforming it, through vision, into meaningful actionable information        Spinview have made it reality and created a platform for data visualisation, collaboration and business intelligence through immersive technology.  By delivering the seamless integration of technology through the connection of our real and digital worlds, we make it simple and easy for people to gain and communicate knowledge from their surroundings.         Providing a bridge between the physical and digital worlds, we provide easy to understand and access information for clearer, faster, smarter decision making.  With an interface as easy to use as a smartphone information is available everywhere it’s needed, regardless of physical presence, data can be understood, shared, analysed, manipulated, or optimized, seamlessly connecting departments and empowering users        - understand customers,     - enhance operational efficiency, and     - create highly personalized products and services.         Data capture is made simple from start to finish, our unique IP includes an end to end SaaS based platform and scanning solution's that any member of an organisation can use in the real world without the need for engineering or tech teams         Data that is made simple to capture, simple to use and simple to communicate at all stages.          We are changing the future of work by visually empowering users, representing a better way for people to connect and build relationships with one another and the world around them.         Enhancing communication and delivering business efficiency – especially today in a post Covid world.","—",,"Feb 23, 2016","£5,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/spinview-2425","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551","Active","https://www.crunchbase.com/organization/spinview-2425","£5,500,000","Jul 13, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/spinview-2425","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/spinview-2425","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/spinview-2425","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/spinview-2425","Analytics, Augmented Reality, Information Technology, Internet of Things, Predictive Analytics, SaaS, Software, Virtual Reality","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Advanced communication through visual simulations combined with data-driven insights - Protecting tomorrow's world","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","J8TFIbOcf3w7MIafi8l5","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
193,"193.  IntellectoKids","Mike Kotlov","https://www.crunchbase.com/person/mike-kotlov","intellectokids.com","http://intellectokids.com","For Profit","support@intellectokids.com","IntellectoKids is a media, entertainment & education platform for parents and their kids ages up to 7 years old. IntellectoKids creates mobile apps that help parents with different parenting needs & children activities such as preparation for school, putting kids to bed, starting to learn a foreign language, parenting advice & much more!","—",,"2016","$3,100,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/intellectokids","Education, Gaming, Media and Entertainment, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/education-c9b5","Active","https://www.crunchbase.com/organization/intellectokids","$4,100,000","Dec 15, 2020","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/intellectokids","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/intellectokids","Private","Series A","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/intellectokids","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/intellectokids","E-Learning, EdTech, Education, Edutainment, Gaming","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/e-learning","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","IntellectoKids is a media, entertainment & education platform for parents and their kids ages up to 7 years old.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","xl0w0vSGQyzyqFhXwhkg","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
194,"194.  Bancar Technologies","—",,"—",,"For Profit","—","Bancar Technologies is a stealth technology company. It specializes in the fields of information technology, electronics, and life science.        It was founded in 2016 and headquartered in Greenford, Ealing.","—",,"2016","$349,995,542","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/bancar-technologies","Biotechnology, Consumer Electronics, Hardware, Information Technology, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/biotechnology-0400","Active","https://www.crunchbase.com/organization/bancar-technologies","$473,895,581","Aug 18, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/bancar-technologies","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/bancar-technologies","Private","Private Equity","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/bancar-technologies","1001-5000","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/bancar-technologies","Electronics, Information Technology, Life Science","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/electronics","Greenford, Ealing, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/greenford-ealing","Bancar Technologies is a stealth technology company.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","1CY4l5veEx9eF27tvtRl","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
195,"195.  UniTaskr","Joseph Black, Oliver Jacobs","https://www.crunchbase.com/person/joseph-black-9d01","www.unitaskr.com","https://www.unitaskr.com","For Profit","hello@unitaskr.com","UniTaskr is a desktop app that provides businesses with a workforce of university and college students for freelance services. The company offers services that include influencing, blogging, design, web development, graphics, social media management, content creation, promo work, and brand ambassadors. The UniTaskr platform allows users to keep track of all their job postings and applications.","—",,"Jan 1, 2016","£1,250,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/unidosh","Education","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/education-c9b5","Active","https://www.crunchbase.com/organization/unidosh","£1,250,000","Nov 1, 2021","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/unidosh","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/unidosh","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/unidosh","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/unidosh","Education","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/education","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","UniTaskr is a mobile and desktop app that connects households and businesses with a workforce of university students.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","bWhRCaKR98QBRavZwsNx","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
196,"196.  Citizen","James Neville","https://www.crunchbase.com/person/james-neville","www.paywithcitizen.com","https://www.paywithcitizen.com","For Profit","info@paywithcitizen.com","Citizen is a European fintech, founded in 2017 by former Worldpay CTO, James Neville. Since then, it’s grown to three locations with a customer base across Europe from a wide range of sectors - all of whom are committed to delivering efficient payment options combined with an excellent customer experience.         Based on open banking standards, Citizen’s PayBlox platform comprises a purpose-built online toolkit that traders and merchants can deploy to optimise every stage of their payment processes - reducing costs and materially enhancing the customer experience.        Citizen became a regulated payment institute in 2019, and was one of the first companies licensed to provide payments and identity services using open banking. With headquarters in London, Citizen is backed by leading investors including Metavallon VC, SGH Capital and Fin VC.","$10M to $50M","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000","2016","$150,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/citizen","Financial Services, Mobile, Payments, Professional Services","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6","Active","https://www.crunchbase.com/organization/citizen","$1,184,453","Jun 26, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/citizen","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/citizen","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/citizen","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/citizen","Compliance, FinTech, Mobile, Payments","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/compliance-da6d","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Citizen provides instant cardless payments to businesses and consumers.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","orXIlThRafRrmC6iIH2N","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
197,"197.  Vizlib","David Alcobero, Martin Mahler","https://www.crunchbase.com/person/david-alcobero","www.vizlib.com","https://www.vizlib.com","For Profit","support@vizlib.com","Vizlib develops data analytics and visualization solutions that help businesses to get more value from their Qlik Sense Analytics. Vizlib pushes the boundaries of how a company understands and uses data, allowing them to learn faster, act faster, and plan for the future.","—",,"Oct 17, 2016","$280,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/vizlib","Data and Analytics, Design, Information Technology, Internet Services, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics","Active","https://www.crunchbase.com/organization/vizlib","$380,000","Dec 14, 2018","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/vizlib","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/vizlib","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/vizlib","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/vizlib","Analytics, Data Visualization, Information Technology, Internet, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","Vizlib develops data analytics and visualization solutions that help businesses to get more value from their Qlik Sense Analytics.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","WtuCbCJdlNoXIZRxsydo","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
198,"198.  Romco","Raymond Onovwigun","https://www.crunchbase.com/person/raymond-onovwigun","romcometals.com","https://romcometals.com","For Profit","invest@romcometals.com","Romco is a cleantech metals recycling company producing secondary materials for a large range of OEM's and trading partners.        With a sustainability focus, Romco is building a systematic, scalable model, thriving in emerging markets, committed to reducing the environmental impact of primary production and raw materials mining.        Started in 2016 and based in the UK, Romco utilises block-chain technology, offering transparency and traceability through its value chain, providing industries with the confidence to increase recycled materials uptake.","—",,"Aug 2016","$6,200,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/romco","Manufacturing, Natural Resources, Sustainability","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d","Active","https://www.crunchbase.com/organization/romco","$6,200,000","Mar 2, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/romco","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/romco","Private","Series A","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/romco","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/romco","Industrial, Manufacturing, Precious Metals, Recycling","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/industrial","London, England, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/london-england","A clean-tech metals recycling company producing secondary materials where it's needed most — the emerging markets.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","u3yFIm5ePfIKjLPijfBF","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
199,"199.  Zegami","Roger Noble, Samuel Conway, Stephen Taylor","https://www.crunchbase.com/person/roger-noble","zegami.com/","https://zegami.com/","For Profit","info@zegami.com","Delivering explainable AI faster and more accurately. Zegami are end-to-end imaging AI specialists combining unique tools and ML services        Building machine learning models is hard and it can take a lot of trial and error to get them trained, deployed and prove that they are robust. All while providing a strong return on investment.        We have built up years of expertise and experience in AI, working alongside researchers, data scientists and clinicians on a wide range of AI and ML projects that use imaging data.","—",,"2016","$1,613,837","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/zegami","Artificial Intelligence, Data and Analytics, Design, Health Care, Information Technology, Other, Professional Services, Science and Engineering, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551","Active","https://www.crunchbase.com/organization/zegami","$4,590,035","Jul 15, 2019","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/zegami","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/zegami","Private","Series B","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/zegami","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/zegami","Analytics, Artificial Intelligence, Consulting, Data Visualization, Health Care, Machine Learning, Professional Services, Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics","Oxford, Oxfordshire, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/oxford-oxfordshire","Delivering explainable AI faster and more accurately. Zegami are end-to-end imaging AI specialists combining unique tools and ML services","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","z0ay9hEMedhz90eEuIEK","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
200,"200.  Cheesecake Energy","Michael Simpson","https://www.crunchbase.com/person/michael-simpson-7881","www.cheesecakeenergy.com/","https://www.cheesecakeenergy.com/","For Profit","—","Cheesecake Energy is developing advanced thermal and compressed air energy systems to store energy from intermittent renewables, turning them into reliable power on-demand.","—",,"2016","£3,500,000","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_total/cheesecake-energy","Energy, Manufacturing, Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83","Active","https://www.crunchbase.com/organization/cheesecake-energy","£4,600,000","Aug 2, 2022","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/cheesecake-energy","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/cheesecake-energy","Private","Seed","https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/cheesecake-energy","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cheesecake-energy","Energy, Industrial Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/energy-0ff0","Nottingham, Nottingham, United Kingdom","https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/nottingham-nottingham","Cheesecake Energy is developing advanced thermal and compressed air energy systems to store energy.","—",,1681292864066,"Wed, 12 Apr 2023 09:47:44 GMT","e6KU4omJbFXtn5cRrImy","https://www.crunchbase.com/search/organization.companies/4bdee9fed7484cf669474f9ba04419e5?pageId=4_a_e18fd285-e516-d63e-08b7-8f8d90f53691","4"
