search URL:,https://patents.google.com/?assignee=Univ+Nottingham&after=filing:20100101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10352984-B2,Fault location in power distribution systems ,The University Of Nottingham,"David Thomas, Mark Sumner, Jia Ke",2011-11-28,2012-11-28,2019-07-16,2019-07-16,https://patents.google.com/patent/US10352984B2/en,https://patentimages.storage.googleapis.com/96/35/ab/64b2b51b8695b6/US10352984-20190716-D00000.png
AU-2012219201-B2,Oil body extraction and uses ,The University Of Nottingham,David Gray,2011-02-14,2012-02-14,2016-04-21,2016-04-21,https://patents.google.com/patent/AU2012219201B2/en,
CN-107972671-A,A kind of driving behavior analysis system ,宁波诺丁汉大学,"白瑞斌, 张昱昶, 董海波, 陈建军",2017-07-19,2017-07-19,2018-05-01,,https://patents.google.com/patent/CN107972671A/en,
US-2019157980-A1,High frequency high power converter system ,The University Of Nottingham,"Chao Ji, Alan James WATSON, Jonathan Charles Clare",2016-06-30,2017-06-29,2019-05-23,,https://patents.google.com/patent/US20190157980A1/en,https://patentimages.storage.googleapis.com/f9/f0/97/8e11865074dbd3/US20190157980A1-20190523-D00000.png
EP-3432930-B1,Inhibitors of cdk12 and their uses ,The University of Nottingham,"Christopher James HAYES, John David Brook, Ami KETLEY",2016-03-24,2017-03-23,2022-10-05,2022-10-05,https://patents.google.com/patent/EP3432930B1/en,https://patentimages.storage.googleapis.com/bc/33/b9/52468ae3659312/imgf0001.png
US-2019069785-A1,Combined textile pressure and optic sensor ,"Footfalls And Heartbeats (Uk) Limited, The University Of Nottingham","Simon MCMASTER, Barrie Hayes-Gill, Stephen Morgan, Sergiy Korposh",2015-09-04,2016-09-05,2019-03-07,,https://patents.google.com/patent/US20190069785A1/en,https://patentimages.storage.googleapis.com/3c/3e/ef/49e3339de8060c/US20190069785A1-20190307-D00000.png
US-11253293-B2,Fluid vessel communication device ,Olberon Limited,"Amin H. A. Al-Habaibeh, Arash Bakhtyari-Nejad-Esfahani, Thomas David Stead",2011-03-09,2017-11-02,2022-02-22,2022-02-22,https://patents.google.com/patent/US11253293B2/en,https://patentimages.storage.googleapis.com/5a/ce/15/75946fcac6f230/US11253293-20220222-D00000.png
US-10301751-B2,Electronically functional yarns ,Nottingham Trent University,"Tilak Kithsiri Dias, Anura Rathnayake",2014-09-08,2015-09-04,2019-05-28,2019-05-28,https://patents.google.com/patent/US10301751B2/en,https://patentimages.storage.googleapis.com/79/ec/33/49cc6009dc8355/US10301751-20190528-D00000.png
US-2012066163-A1,Time to event data analysis method and system ,Nottingham Trent University,"Graham Balls, Lee Lancashire, Christophe Lematre",2010-09-13,2011-09-13,2012-03-15,,https://patents.google.com/patent/US20120066163A1/en,https://patentimages.storage.googleapis.com/96/05/56/cc1f540ee90d20/US20120066163A1-20120315-D00000.png
US-2013018112-A1,"Cellulose nanoparticle aerogels, hydrogels and organogels ",University Of Nottingham,"Wim Albert Wilfried Irene Thielemans, Rebecca Davies",2009-09-14,2010-09-14,2013-01-17,,https://patents.google.com/patent/US20130018112A1/en,https://patentimages.storage.googleapis.com/1a/90/0c/5bad308b5a506b/US20130018112A1-20130117-D00000.png
US-2015175518-A1,Metal-organic frameworks ,The University Of Nottingham,"Martin Schroder, Martyn Poliakoff, Peter Bayliss, Eduardo Velilla",2012-07-20,2013-07-19,2015-06-25,,https://patents.google.com/patent/US20150175518A1/en,https://patentimages.storage.googleapis.com/4e/94/66/2579ce6a035eec/US20150175518A1-20150625-D00000.png
US-2019216941-A1,Transduction ,The University Of Nottingham,"James Dixon, Kevin Shakesheff, Chris Denning",2013-12-18,2019-02-04,2019-07-18,,https://patents.google.com/patent/US20190216941A1/en,https://patentimages.storage.googleapis.com/c6/dd/22/c3de0cb77ca590/US20190216941A1-20190718-D00001.png
US-2013244277-A1,Gene Expression Technique ,"University Of Nottingham, Novozymes Biopharma Dk A/S","Thomas Payne, Darrell Sleep, Christopher John Arthur Finnis, Leslie Robert Evans",2005-06-22,2013-03-04,2013-09-19,,https://patents.google.com/patent/US20130244277A1/en,https://patentimages.storage.googleapis.com/06/fc/ca/5e2a0beba6539c/US20130244277A1-20130919-D00001.png
US-10251546-B2,Apparatus and methods for the treatment of ocular disorders ,Nottingham University Hospitals Nhs Trust,Alexander James Easterbrook FOSS,2014-03-24,2015-03-18,2019-04-09,2019-04-09,https://patents.google.com/patent/US10251546B2/en,https://patentimages.storage.googleapis.com/ab/46/92/5ae0a27930e6a3/US10251546-20190409-D00000.png
US-10257191-B2,Biometric identity verification ,Nottingham Trent University,"Tony John Allen, Sergio Grau Puerto",2008-11-28,2016-03-29,2019-04-09,2019-04-09,https://patents.google.com/patent/US10257191B2/en,https://patentimages.storage.googleapis.com/6f/e8/1d/688cfee2f62140/US10257191-20190409-D00000.png
CN-107293792-A,A kind of nonaqueous electrolytic solution and nickelic tertiary cathode material battery ,宁波诺丁汉大学,"夏兰, 陈政, 余林颇, 胡笛",2017-08-21,2017-08-21,2017-10-24,,https://patents.google.com/patent/CN107293792A/en,
EP-3223893-A1,Airway maintenance device ,"Nottingham University Hospitals NHS Trust, The University Of Nottingham","Stephen P. Morgan, Barrie R. HAYES-GILL, Sergiy KORPOSH, Ricardo CORREIA, Jonathan HARDMAN, Andrew Norris",2014-11-25,2015-11-20,2017-10-04,,https://patents.google.com/patent/EP3223893A1/en,
US-9861662-B2,Bone-derived extra cellular matrix gel ,"University of Pittsburgh—of the Commonwealth System of Higher Education, The University Of Nottingham","Stephen F. Badylak, Michael J. Sawkins, Kevin M. Shakesheff, Lisa J. White",2013-07-03,2014-07-03,2018-01-09,2018-01-09,https://patents.google.com/patent/US9861662B2/en,https://patentimages.storage.googleapis.com/f0/79/5c/0df911dd1b2196/US09861662-20180109-D00001.png
EP-2946201-A1,X-ray diffraction imaging system using debye ring envelopes ,"The Nottingham Trent University, Cranfield University","Paul Evans, Keith Rogers",2013-01-17,2014-01-02,2015-11-25,,https://patents.google.com/patent/EP2946201A1/en,
EP-3349814-A4,Non-gelling soluble extracellular matrix with biological activity ,"University of Pittsburgh- Of the Commonwealth System of Higher Education, The University of Nottingham","Stephen F. Badylak, Timothy Joseph KEANE, Jr., Lisa Jane WHITE",2015-09-18,2016-09-16,2019-05-15,,https://patents.google.com/patent/EP3349814A4/en,
EP-3625531-A1,Pressure sensing textile ,The University of Nottingham,"Stephen Morgan, Serhiy KORPOSH, Barrie Hayes-Gill, Ricardo Nuno Goncalves CORREIA",2017-05-16,2018-05-16,2020-03-25,,https://patents.google.com/patent/EP3625531A1/en,
CN-102614776-A,"Device and method for desulfuration, denitration and demercuration by using microwave induction and catalysis jointly ",宁波诺丁汉大学,"吴韬, 赵海涛, 史楷岐, 严洁峰",2012-02-27,2012-02-27,2012-08-01,,https://patents.google.com/patent/CN102614776A/en,https://patentimages.storage.googleapis.com/8a/e6/39/d63855600c7155/120222133147.png
GB-201515000-D0,Reactor ,Univ Nottingham Trent,,2015-08-24,2015-08-24,2015-10-07,,https://patents.google.com/patent/GB201515000D0/en,
EP-2982025-A1,Electric machine fault detection ,The University Of Nottingham,Chris Gerada,2013-04-05,2014-04-07,2016-02-10,,https://patents.google.com/patent/EP2982025A1/en,
GB-201409807-D0,Beehive monitoring ,Univ Nottingham Trent,,2014-06-02,2014-06-02,2014-07-16,,https://patents.google.com/patent/GB201409807D0/en,
CN-104787747-A,Method for preparing multiwalled carbon nanotube through microwave enhanced fast pyrolysis of biomass and/or carbonaceous organic waste ,宁波诺丁汉大学,"吴韬, 史楷岐, 严洁峰",2015-04-10,2015-04-10,2015-07-22,,https://patents.google.com/patent/CN104787747A/en,
US-2022083142-A1,Ultrahapticons ,"Ultraleap Limited, The University Of Nottingham",Eddie Brown,2020-09-17,2021-09-17,2022-03-17,,https://patents.google.com/patent/US20220083142A1/en,https://patentimages.storage.googleapis.com/55/4f/36/ad2064328aefc3/US20220083142A1-20220317-D00000.png
CN-108607522-A,Titanium dioxide-multiple-wall carbon nanotube-dimethyl silicone polymer composite functional material and its preparation method and application method ,宁波诺丁汉大学,"任勇, 陈政, 何俊, 连政, 魏超慧",2018-05-21,2018-05-21,2018-10-02,,https://patents.google.com/patent/CN108607522A/en,
US-10722860-B2,Mixing reactor and related process ,The University Of Nottingham,"Edward Lester, Thomas Huddle",2013-01-15,2019-05-30,2020-07-28,2020-07-28,https://patents.google.com/patent/US10722860B2/en,https://patentimages.storage.googleapis.com/a7/9d/e9/201e8263782cbd/US10722860-20200728-D00000.png
CN-109251622-A,A kind of water paint and preparation method thereof comprising ionic liquid ,宁波诺丁汉大学,"胡斌杰, 孔懿阳, 郑荣美惠",2018-09-17,2018-09-17,2019-01-22,,https://patents.google.com/patent/CN109251622A/en,
CN-106973240-A,Realize the digital camera imaging method that high dynamic range images high definition is shown ,宁波诺丁汉大学,"郑驰, 邱国平",2017-03-23,2017-03-23,2017-07-21,,https://patents.google.com/patent/CN106973240A/en,
GB-201421191-D0,Facial exercise system ,Univ Nottingham Trent,,2014-11-28,2014-11-28,2015-01-14,,https://patents.google.com/patent/GB201421191D0/en,
CN-111043406-A,Vortex flow pipe ,宁波诺丁汉大学,"王筝, 菲利普·赫尔, 尼克·迈尔斯",2019-12-11,2019-12-11,2020-04-21,,https://patents.google.com/patent/CN111043406A/en,https://patentimages.storage.googleapis.com/f7/21/ad/c7be8bde558451/HDA0002313236720000012.png
CN-106124193-A,Gearbox fault detection method in conjunction with vibrations with sound wave monitoring ,宁波诺丁汉大学,"杜南, 丹尼斯·哈托诺",2016-05-30,2016-05-30,2016-11-16,,https://patents.google.com/patent/CN106124193A/en,
CN-102073970-A,Method for scheduling individual taxis operated in decentralized way ,宁波诺丁汉大学,"白瑞斌, 李家炜, 格林汉姆·坎道尔",2010-12-22,2010-12-22,2011-05-25,,https://patents.google.com/patent/CN102073970A/en,
CN-108448854-A,Frequency permanent-magnetism synchronous motor with high system ,宁波诺丁汉大学,"赵伟铎, 克里斯·杰拉德, 张何, 闫浩, 顾春阳, 徐壮, 姜保罗, 李静, 王旭晨, 王天昊",2018-03-29,2018-03-29,2018-08-24,,https://patents.google.com/patent/CN108448854A/en,
CN-107145619-A,Function plate design system based on the comprehensive integrated cloud platforms of BIM ,宁波诺丁汉大学,"邓进明, 叶子豪, 唐舒, 应隽",2017-03-10,2017-03-10,2017-09-08,,https://patents.google.com/patent/CN107145619A/en,
US-2018044331-A1,Piperazine derivatives for treating disorders ,"The University Of Nottingham, Newsouth Innovations Pty Limited","David Bates, Jonathan Morris",2014-04-17,2017-09-19,2018-02-15,,https://patents.google.com/patent/US20180044331A1/en,https://patentimages.storage.googleapis.com/a4/fb/86/f0093f39c2167e/US20180044331A1-20180215-D00001.png
EP-2516042-A1,Improvements in or relating to the capture of carbon dioxide ,The University of Nottingham,"Xialong Wang, Mercedes Maroto-Valer",2009-12-22,2010-12-16,2012-10-31,,https://patents.google.com/patent/EP2516042A1/en,
CN-106846383-A,High dynamic range images imaging method based on 3D digital micro-analysis imaging systems ,宁波诺丁汉大学,"郑驰, 邱国平",2017-01-23,2017-01-23,2017-06-13,,https://patents.google.com/patent/CN106846383A/en,
CN-106935937-A,A kind of electric automobile lithium battery heat management system based on heat pipe ,宁波诺丁汉大学,"阎玉英, 李勇, 石泳, 汪茜, 雷舒蓉",2017-03-09,2017-03-09,2017-07-07,,https://patents.google.com/patent/CN106935937A/en,
EP-2421390-A2,Xanthan gum and swellable particulate containing composition and uses thereof ,The University of Nottingham,"Timothy John Foster, John Richard Mitchell, Mitaben Dhirajlal Lad",2009-04-20,2010-04-20,2012-02-29,,https://patents.google.com/patent/EP2421390A2/en,
US-2019263058-A1,Additive manufacturing ,The University Of Nottingham,"Christopher John Tuck, Belén Begines Ruiz, Yinfeng He, Ricky Darren Wildman, Richard James Mackenzie Hague",2016-11-07,2019-05-07,2019-08-29,,https://patents.google.com/patent/US20190263058A1/en,https://patentimages.storage.googleapis.com/cd/aa/72/f95517a3f10264/US20190263058A1-20190829-D00000.png
AU-2020202332-B2,Glycolipids and pharmaceutical compositions thereof for use in therapy ,The University Of Nottingham,"Andrew BOTTLEY, Philip Clarke, Anna Grabowska, Christopher Hayes, Graham Seymour",2014-04-04,2020-04-02,2022-03-17,2022-03-17,https://patents.google.com/patent/AU2020202332B2/en,
CN-105819697-A,Biocompatible phosphate based continuous glass fiber and fabric prepared from same ,"中材科技股份有限公司, 宁波诺丁汉大学","刘劲松, 祖群, 克里斯·路德, 黄松林, 刘晓玲",2016-03-29,2016-03-29,2016-08-03,,https://patents.google.com/patent/CN105819697A/en,
EP-2389440-A1,Method of double crossover homologous recombination in clostridia ,The University of Nottingham,"Stephen Thomas Cartman, Nigel Peter Minton",2009-01-22,2010-01-21,2011-11-30,,https://patents.google.com/patent/EP2389440A1/en,
US-2020247824-A1,Heterocyclyl substituted pyrrolopyridines that are inhibitors of the cdk12 kinase ,The University Of Nottingham,"David Brook, Chris Hayes, Nicholas Bennett, Matthew Palframan, Sue Cramp, Richard Bull, Michael Bodnarchuk",2017-09-22,2018-09-21,2020-08-06,,https://patents.google.com/patent/US20200247824A1/en,
EP-3183224-A1,Porous and non-porous bodies ,The University Of Nottingham,Ifty AHMED,2014-08-22,2015-08-24,2017-06-28,,https://patents.google.com/patent/EP3183224A1/en,
EP-3918064-A2,Genetic construct and uses thereof ,The University of Nottingham,"Nigel Minton, Ines Canadas BLASCO, Daphne GROOTHUIS, Maria ZYGOUROPOULOU",2019-01-28,2020-01-28,2021-12-08,,https://patents.google.com/patent/EP3918064A2/en,
CN-107359318-A,The method for synthesizing spherical loose structure ferric phosphate presoma and lithium iron phosphate positive material ,宁波诺丁汉大学,"杨晓钢, 李光, 董斌",2017-05-27,2017-05-27,2017-11-17,,https://patents.google.com/patent/CN107359318A/en,
CN-109187705-A,A kind of photoelectrochemistrpool pool ,宁波诺丁汉大学,"夏兰, 陈政, 余林颇, 胡笛",2018-10-18,2018-10-18,2019-01-11,,https://patents.google.com/patent/CN109187705A/en,
CN-108427713-A,A kind of video summarization method and system for homemade video ,宁波诺丁汉大学,"雷卓, 张茜, 邱国平",2018-02-01,2018-02-01,2018-08-21,,https://patents.google.com/patent/CN108427713A/en,
CN-108610507-A,A kind of method of high efficiente callback carbon fiber ,"宁波诺丁汉新材料研究院有限公司, 宁波诺丁汉大学","刘晓玲, 郝思琪, 王国鸿, 从小晔, 朱晨凯",2018-04-19,2018-04-19,2018-10-02,,https://patents.google.com/patent/CN108610507A/en,
WO-2016198886-A1,Magnetic storage devices and methods ,The University Of Nottingham,"Andrew William RUSHFORTH, Jan Zemen, Duncan Edward PARKES",2015-06-10,2016-06-10,2016-12-15,,https://patents.google.com/patent/WO2016198886A1/en,
ZA-202102775-B,Bispecific cd123 x cd3 diabodies for the treatment of hematologic malignancies ,"Macrogenics Inc, Nanostring Technnologies Inc, Univ Nottingham Trent","Kenneth Davidson Jan, CHURCH Sara, Rutella Sergio",2018-10-30,2021-04-26,2022-03-30,,https://patents.google.com/patent/ZA202102775B/en,
WO-2012104580-A3,Electrical devices with improved fault current handling capabilities ,"Imperial Innovations Limited, Narec Development Services Limited, Ppa Energy Developments Limited, The University Of Nottingham","Timothy Charles Green, Cornells Arie PLET, Clifford Martyn WALTON",2011-01-31,2012-01-27,2013-06-20,,https://patents.google.com/patent/WO2012104580A3/en,
GB-201523093-D0,Electronic strip yarn ,Univ Nottingham Trent,,2015-12-30,2015-12-30,2016-02-10,,https://patents.google.com/patent/GB201523093D0/en,
WO-2018007827-A1,Sulfated glycopolymers ,The University Of Nottingham,"Luisa MARTINEZ-POMARES, Francesca MASTROTTO, Giuseppe Mantovani",2016-07-07,2017-07-07,2018-01-11,,https://patents.google.com/patent/WO2018007827A1/en,
WO-2011073692-A1,"Proteins, nucleic acid molecules and compositions ",The University Of Nottingham,Richard John Pleass,2009-12-18,2010-12-20,2011-06-23,,https://patents.google.com/patent/WO2011073692A1/en,
WO-2012049492-A1,Positioning system ,University Of Nottingham,"Christopher Hide, Chris Hill, Khairi Abdulrahim, Terry Moore",2010-10-13,2011-10-11,2012-04-19,,https://patents.google.com/patent/WO2012049492A1/en,
WO-2013110944-A1,Treatment of hydrocarbon containing materials ,"Nov Downhole Eurasia Limited, University Of Nottingham","John Robinson, Sam Kingman, Chris DODDS, George Burnett",2012-01-25,2013-01-25,2013-08-01,,https://patents.google.com/patent/WO2013110944A1/en,
CN-103111889-A,Multi-point flexible fixture ,宁波诺丁汉大学,"王彦, 拿比尔·耿迪, 刘建辉",2013-02-04,2013-02-04,2013-05-22,,https://patents.google.com/patent/CN103111889A/en,https://patentimages.storage.googleapis.com/a7/fb/48/01e8c544fdeea1/HDA00002816087700032.png
CN-108448975-A,Permanent magnet synchronous motor control device based on single current sensor and control method ,宁波诺丁汉大学,"闫浩, 赵伟铎, 张何, 克里斯·杰拉德, 姜保罗, 顾春阳, 徐壮, 李静, 王天昊, 施博闻, 张天如",2018-01-26,2018-01-26,2018-08-24,,https://patents.google.com/patent/CN108448975A/en,
WO-2012022972-A3,An apparatus and method for the layup of sheets to form a composite article and composite articles made thereby ,University Of Nottingham,"Andrew Long, Hua Lin, Paul Taylor",2010-08-19,2011-08-16,2012-05-10,,https://patents.google.com/patent/WO2012022972A3/en,
CN-105818492-A,Biological reactive phosphate based continuous glass fiber textile composite and application thereof ,"中材科技股份有限公司, 英国诺丁汉大学","祖群, 克里斯·路德, 刘劲松, 刘晓玲, 张焱",2016-03-29,2016-03-29,2016-08-03,,https://patents.google.com/patent/CN105818492A/en,
GB-201604686-D0,Satiety gel ,Univ Nottingham,,2013-06-20,2014-06-20,2016-05-04,,https://patents.google.com/patent/GB201604686D0/en,
CN-108106896-A,It is a kind of to operate easy sand hollow cylinder sample sample preparation device and its method for making sample ,宁波诺丁汉大学,"王娟, 刘姝, 陈旭宏, 熊衍飞, 朱伟强",2017-12-20,2017-12-20,2018-06-01,,https://patents.google.com/patent/CN108106896A/en,
EP-3846675-A1,Monitoring physiological parameters ,The University Of Nottingham,"Stephen Morgan, Barrie Hayes-Gill, Serhiy KORPOSH, Ricardo CORREIA",2018-09-05,2019-09-03,2021-07-14,,https://patents.google.com/patent/EP3846675A1/en,
US-2020109441-A1,Mycobacteria Detection Using Bacteriophages ,The University Of Nottingham,"Catherine Rees, Benjamin Swift",2013-10-01,2019-07-08,2020-04-09,,https://patents.google.com/patent/US20200109441A1/en,https://patentimages.storage.googleapis.com/75/db/9e/8b77ecdd3a26c5/US20200109441A1-20200409-D00001.png
US-2023012499-A1,Sample inspection apparatus employing a diffraction detector ,"The Nottingham Trent University, Cranfield University","Paul Evans, Keith Rogers",2017-02-25,2022-09-15,2023-01-19,,https://patents.google.com/patent/US20230012499A1/en,https://patentimages.storage.googleapis.com/ae/b7/10/2699c43d8fe6ac/US20230012499A1-20230119-D00000.png
CN-107128905-A,A kind of method for preparing graphene with biomass derivatives based on mechanochemical reaction ,"宁波诺丁汉新材料研究院有限公司, 宁波诺丁汉大学","冯增兴, 吴韬, 唐璐瑶, 孟杨, 闫誉馨, 洪瑜, 努斯拉特沙敏",2017-05-17,2017-05-17,2017-09-05,,https://patents.google.com/patent/CN107128905A/en,
EP-2764457-A1,Method of exploring the flexibility of macromolecular targets and its use in rational drug design ,"Universitat de Barcelona, Barcelona Supercomputing Center-Centro Nacional de Supercomputación, Fundació Institut de Recerca Biomèdica IRB (Barcelona), The University of Nottingham","Modesto OROZCO LÓPEZ, Charles Anthony Laughton, Oliver CARRILLO PARRAMÓN, Rima Chaudhuri",2011-10-06,2012-10-04,2014-08-13,,https://patents.google.com/patent/EP2764457A1/en,
CN-112009038-A,Structural flame-retardant functional composite material and preparation method thereof ,"宁波诺丁汉新材料研究院有限公司, 宁波诺丁汉大学","刘晓玲, 朱晨凯, 从小晔",2020-07-16,2020-07-16,2020-12-01,,https://patents.google.com/patent/CN112009038A/en,
WO-2010092333-A1,"Pathogen detector assay, method and kit ",University Of Nottingham,Neil R Thomas,2009-02-12,2010-02-10,2010-08-19,,https://patents.google.com/patent/WO2010092333A1/en,
EP-3134381-A1,Terpene and terpenoid derivatives containing vinyl groups for the preparation of polymers ,The University of Nottingham,"Steven Howdle, Robert Stockman, Marina FUENTES, Jose SOUTO, Dominika REGENTOVA, Derek Irvine",2014-04-22,2015-04-22,2017-03-01,,https://patents.google.com/patent/EP3134381A1/en,
CN-102241963-A,Shape-stabilized phase change energy storage material with high-thermal conductivity and preparation method thereof ,宁波诺丁汉大学,"乔大宽, 周彤宇, 苏伟光",2011-05-20,2011-05-20,2011-11-16,,https://patents.google.com/patent/CN102241963A/en,
CN-111525207-A,Lithium ion power battery recovery method ,宁波诺丁汉大学,"塞缪尔·迪米特里·维迪嘉德摩卡, 王筝, 菲利普·赫尔, 尼克·迈尔斯",2020-04-16,2020-04-16,2020-08-11,,https://patents.google.com/patent/CN111525207A/en,https://patentimages.storage.googleapis.com/81/8e/ea/b0bff90a6a74ba/HDA0002453253190000011.png
WO-2012010828-A1,Apparatus and method for reinforcing a pipe ,The University Of Nottingham,Shuguang Li,2010-07-17,2011-07-15,2012-01-26,,https://patents.google.com/patent/WO2012010828A1/en,
WO-2011161446-A1,Compounds for treating proliferative disorders ,The University Of Nottingham,"Shudong Wang, Osama Chahrour, Tiangong Lu, Anran Hu",2010-06-21,2011-06-21,2011-12-29,,https://patents.google.com/patent/WO2011161446A1/en,
CN-109450323-A,Permanent magnet synchronous motor method for reconstructing phase current based on 12 sector pulse width modulation methods ,宁波诺丁汉大学,闫浩,2018-11-29,2018-11-29,2019-03-08,,https://patents.google.com/patent/CN109450323A/en,
WO-2013121214-A1,Reduction of gastrointestinal tract colonisation by campylobacter ,The University Of Nottingham,"Jafar Mahdavi, Dlawer ALA' ALDEEN",2012-02-16,2013-02-15,2013-08-22,,https://patents.google.com/patent/WO2013121214A1/en,
US-2019085050-A1,Polypeptides and uses thereof for reducing cd95-mediated cell motility ,"INSERM (Institut National de la Santé et de la Recherche Médicale), Université De Bordeaux, Université De Rennes, Ecole Des Hautes Etudes En Santé Publique (Ehesp), Université Des Antilles Et De La Guyane, Institut Bergonié, University Of Nottingham","Patrick Legembre, Pierre Vacher, Doriane SANSEAU, Aubin PENNA, Robin FLYNN",2014-04-17,2018-10-10,2019-03-21,,https://patents.google.com/patent/US20190085050A1/en,https://patentimages.storage.googleapis.com/ca/7b/5e/6a5e93e780ae54/US20190085050A1-20190321-D00001.png
AU-2010247132-A1,Tissue sample analysis ,The University Of Nottingham,"Ioan Notingher, William Perkins, Sandeep Varma, Hywel Williams",2009-05-13,2010-05-13,2011-12-08,,https://patents.google.com/patent/AU2010247132A1/en,
EP-3750569-A1,Amniotic membrane ,The University of Nottingham,"Andrew Hopkinson, Matthew Branch, Harminder Dua, Claire ALLEN",2013-06-04,2014-06-04,2020-12-16,,https://patents.google.com/patent/EP3750569A1/en,https://patentimages.storage.googleapis.com/7e/fc/af/1de3bde54912e4/imgf0001.png
WO-2018220358-A1,System for cleaning processing equipment ,"Martec Of Whitwell Limited, The University Of Nottingham, Loughborough University","Ian STERRITT, Nicholas Watson, Elliot WOOLLEY",2017-05-31,2018-05-30,2018-12-06,,https://patents.google.com/patent/WO2018220358A1/en,
GB-2566602-A,Cooling system ,"Univ Nottingham, Scg Building Mat Co Ltd","Yan Yuying, Jarumongkonsak Pornput",2017-07-31,2018-07-30,2019-03-20,,https://patents.google.com/patent/GB2566602A/en,
CN-109010923-A,A kind of 3D printing enhances the preparation method of poly-lactic acid material with phosphate ,"宁波诺丁汉新材料研究院有限公司, 宁波诺丁汉大学","刘晓玲, 郝思琦, 王国鸿, 从小晔, 朱晨凯",2018-05-04,2018-05-04,2018-12-18,,https://patents.google.com/patent/CN109010923A/en,
CN-108543107-A,A kind of human body medical absorbable suture and preparation method thereof ,"宁波诺丁汉新材料研究院有限公司, 宁波诺丁汉大学","刘晓玲, 朱晨凯, 从小晔, 贺立喆",2018-04-19,2018-04-19,2018-09-18,,https://patents.google.com/patent/CN108543107A/en,
