search URL:,https://patents.google.com/?assignee=Univ+Manchester&after=filing:20100101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-2016203184-A1,Heterostructures and electronic devices derived therefrom ,The University Of Manchester,"Frederick WITHERS, Konstantin Novoselov",2015-06-18,2015-06-18,2016-12-22,,https://patents.google.com/patent/WO2016203184A1/en,
CN-107850772-A,Electrowetting device ,曼彻斯特大学,"罗伯特·杰夫, 安妮·尤尔, 黛博拉·洛马克斯, 安娜·瓦洛特",2015-06-05,2016-06-03,2018-03-27,,https://patents.google.com/patent/CN107850772A/en,
EP-2437886-B1,Modified zeolites and their use in the recycling of plastics waste ,University of Manchester,"Arthur Garforth, Jesus Hernandez-Martinez, Aaron Akah, Michael Cooke, David Cresswell",2009-06-03,2010-06-03,2019-11-13,2019-11-13,https://patents.google.com/patent/EP2437886B1/en,https://patentimages.storage.googleapis.com/5b/18/d8/0ba945ac99496e/imgf0001.png
JP-2016020381-A,Use of non-digestible oligosaccharides ,"マンチェスター大学Ｔｈｅ Ｕｎｉｖｅｒｓｉｔｙ ｏｆ Ｍａｎｃｈｅｓｔｅｒ, Univ Of Manchester, マンチェスター大学","ラルフ ルートヴィヒ パウス, Ludwig Paus Ralf, ラルフ  ルートヴィヒ パウス, キャサリン アン オニール, Anne O'neill Catherine, キャサリン  アン オニール",2009-09-03,2015-10-09,2016-02-04,,https://patents.google.com/patent/JP2016020381A/en,https://patentimages.storage.googleapis.com/c8/9c/c5/9f603d745fb708/2016020381-13.png
AU-2018390955-A1,Production of graphene materials ,The University Of Manchester,"Robert A. W. DRYFE, Andinet EJIGU, Ian A. KINLOCH",2017-12-22,2018-12-21,2020-07-23,,https://patents.google.com/patent/AU2018390955A1/en,
CN-110225792-A,Water filtering ,曼彻斯特大学,"拉胡尔·拉韦恩德兰-奈尔, 齐乔·亚伯拉罕, 安德烈·海姆",2016-11-30,2017-11-30,2019-09-10,,https://patents.google.com/patent/CN110225792A/en,
CN-103153854-A,Graphene oxide ,曼彻斯特大学,"伊恩·金洛克, 罗伯特·扬, 乔纳森·P·鲁尔克, 尼尔·R·威尔逊",2010-10-07,2011-10-06,2013-06-12,,https://patents.google.com/patent/CN103153854A/en,
GB-201521474-D0,Textured surfaces for implants ,Univ Manchester,,2015-12-04,2015-12-04,2016-01-20,,https://patents.google.com/patent/GB201521474D0/en,
US-2017032145-A1,Data Selection ,"The University Of Manchester, Salford Royal Nhs Foundation Trust","John Philip New, John Martin Gibson, Iain Edward Buchan, John David Ainsworth",2009-06-23,2016-09-23,2017-02-02,,https://patents.google.com/patent/US20170032145A1/en,https://patentimages.storage.googleapis.com/56/32/da/8aea65ec6b1211/US20170032145A1-20170202-D00000.png
US-2016082149-A1,Peripheral nerve growth conduit ,The University Of Manchester,"Sandra Downes, Giorgio Terenghi, Mingzhu Sun, Paul Kingham",2008-09-10,2015-10-16,2016-03-24,,https://patents.google.com/patent/US20160082149A1/en,https://patentimages.storage.googleapis.com/76/44/b3/15e9c834851a99/US20160082149A1-20160324-D00000.png
AU-2014304305-A1,Wide band array antenna ,The University Of Manchester,"Anthony Keith Brown, Yongwei Zhang",2013-08-08,2014-08-07,2016-03-03,,https://patents.google.com/patent/AU2014304305A1/en,
GB-201410108-D0,"Peptides, and methods and apparatus utilising same ",Univ Manchester,,2014-06-06,2014-06-06,2014-07-23,,https://patents.google.com/patent/GB201410108D0/en,
GB-201709222-D0,C3b Inactivating Polypeptide ,Univ Manchester,,2017-06-09,2017-06-09,2017-07-26,,https://patents.google.com/patent/GB201709222D0/en,
GB-201705030-D0,Membranes for filtering organic solutions ,Univ Manchester,,2017-03-29,2017-03-29,2017-05-10,,https://patents.google.com/patent/GB201705030D0/en,
GB-201308051-D0,Apparatus and method for controlling a DC current ,Univ Manchester,,2013-05-03,2013-05-03,2013-06-12,,https://patents.google.com/patent/GB201308051D0/en,
GB-201812211-D0,Intelligent power module ,Univ Manchester,,2018-07-26,2018-07-26,2018-09-12,,https://patents.google.com/patent/GB201812211D0/en,
CN-111788219-A,C3b binding polypeptides ,曼彻斯特大学,"保罗·比舍普, 西蒙·克拉克, 理查德·昂温",2018-01-15,2019-01-15,2020-10-16,,https://patents.google.com/patent/CN111788219A/en,https://patentimages.storage.googleapis.com/c9/6b/c3/487af4f0f0ebc3/HDA0002662331680000011.png
CN-108473301-A,Device and the method for manufacturing the device ,曼彻斯特大学,"亚拉文·维加亚拉加万, 克里斯汀·伯杰",2015-11-06,2016-11-04,2018-08-31,,https://patents.google.com/patent/CN108473301A/en,
CN-109195692-A,The laminated film of two-dimensional layer comprising the functional group containing poly aromatic ,曼彻斯特大学,"罗伯特·德雷菲, 马克·比塞特",2016-04-06,2017-04-05,2019-01-11,,https://patents.google.com/patent/CN109195692A/en,
GB-201401721-D0,Ink formulation ,Univ Manchester,,2014-01-31,2014-01-31,2014-03-19,,https://patents.google.com/patent/GB201401721D0/en,
US-2018242452-A1,Electrically conductive materials comprising graphene ,The University Of Manchester,"Stephen Yeates, Mohammad Nazmul KARIM",2015-08-10,2015-08-10,2018-08-23,,https://patents.google.com/patent/US20180242452A1/en,https://patentimages.storage.googleapis.com/0d/5a/06/4c1e107e0a2e7f/US20180242452A1-20180823-D00000.png
CN-103154699-A,Rheometry apparatus ,曼彻斯特大学,袁学锋,2010-08-03,2011-08-03,2013-06-12,,https://patents.google.com/patent/CN103154699A/en,https://patentimages.storage.googleapis.com/26/49/83/24a48fa1f9e01c/HDA00002916707800041.png
GB-201806483-D0,Hydrocarbon production ,Univ Manchester,,2018-04-20,2018-04-20,2018-06-06,,https://patents.google.com/patent/GB201806483D0/en,
US-2019060517-A1,Scaffold for cardiac patch ,"Tecnologías Avanzadas Inspiralia, S.L., The University Of Manchester, Institutul De Chimie Macromoleculara Petru Poni, Ustav Experimentalni Akademie Ved Ceske Republiky Verejna Vyzkumna Instituce","Guillaume Saint-Pierre, Miguel Herrero Gomez, Sandra Martinez Creispera, Alberto Saiani, Catherine Merry, Kate Meade, Jean-Baptiste Guilbaud, Aline Fiona Miller, Constentin Ciobanu, Evzen Amler",2012-09-21,2018-10-22,2019-02-28,,https://patents.google.com/patent/US20190060517A1/en,https://patentimages.storage.googleapis.com/e8/1d/8d/50fb44429e900e/US20190060517A1-20190228-D00001.png
US-2012215504-A1,Lung function analysis method and apparatus ,The University Of Manchester,"Geoffrey Parker, Josephine Naish",2009-11-03,2010-10-27,2012-08-23,,https://patents.google.com/patent/US20120215504A1/en,https://patentimages.storage.googleapis.com/ba/89/dc/a872c2c32b2fc8/US20120215504A1-20120823-D00000.png
GB-201210133-D0,Wave energy converter ,Univ Manchester,,2012-06-08,2012-06-08,2012-07-25,,https://patents.google.com/patent/GB201210133D0/en,
